rank,frame_id,score,label
0,20251210_185619_Cam3_00040,0.04018705,1
1,20251210_185619_Cam3_00037,0.01910905,0
2,20251210_185619_Cam3_00014,0.01297920,0
3,20251210_185619_Cam3_00012,0.01297543,1
4,20251210_185619_Cam3_00019,0.01282459,0
5,20251210_185619_Cam3_00006,0.01228286,1
6,20251210_185619_Cam3_00033,0.00817565,0
7,20251210_185619_Cam3_00008,0.00574453,0
8,20251210_185619_Cam3_00005,0.00573947,1
9,20251210_185619_Cam3_00009,0.00573045,1
10,20251210_185619_Cam3_00023,0.00570736,0
11,20251210_185619_Cam3_00027,0.00568255,0
