rank,frame_id,label,score
0,20251210_185619_Cam1_00013,0,0.21301374
1,20251210_185619_Cam1_00010,0,0.21082988
2,20251210_185619_Cam1_00018,0,0.21064252
3,20251210_185619_Cam1_00007,1,0.21027547
4,20251210_185619_Cam1_00038,0,0.21018514
5,20251210_185619_Cam1_00015,0,0.20959845
6,20251210_185619_Cam1_00045,0,0.20954518
7,20251210_185619_Cam1_00021,0,0.20918113
8,20251210_185619_Cam1_00025,0,0.20687076
9,20251210_185619_Cam1_00036,1,0.20683613
10,20251210_185619_Cam1_00044,1,0.20664105
11,20250417_123456_Cam1_00147,1,0.20602091
12,20251112_191827_Cam1_00028,1,0.20537108
13,20251112_191827_Cam1_00095,1,0.20491461
14,20251210_185619_Cam1_00017,1,0.20447670
15,20250417_123456_Cam1_00162,1,0.20228750
16,20251210_185619_Cam1_00020,0,0.20208603
17,20251112_191827_Cam1_00015,1,0.20201133
18,20251210_185619_Cam1_00048,0,0.20176122
19,20251210_185619_Cam1_00040,1,0.20038167
20,20250417_123456_Cam1_00148,1,0.19834167
