rank,frame_id,label,score
0,20251112_191827_Cam5_00028,1,1.88061762
1,20251112_191827_Cam5_00018,1,1.76615429
2,20251112_191827_Cam5_00095,1,1.72936523
3,20251112_191827_Cam5_00007,1,1.70833397
4,20251112_191827_Cam5_00006,0,1.66406012
5,20251112_191827_Cam5_00015,1,1.63213038
6,20251112_191827_Cam5_00033,0,1.61148787
7,20251112_191827_Cam5_00046,0,1.57768917
8,20251112_191827_Cam5_00067,1,1.55952120
9,20251112_191827_Cam5_00123,1,1.54133284
10,20251112_191827_Cam5_00036,0,1.51345611
11,20251112_191827_Cam5_00022,0,1.51056969
12,20251112_191827_Cam5_00040,0,1.46438313
13,20251112_191827_Cam5_00012,0,1.44505739
