rank,frame_id,label,score
0,20251210_185619_Cam1_00017,1,472.13366699
1,20251112_191827_Cam1_00095,1,428.03814697
2,20251112_191827_Cam1_00015,1,411.49145508
3,20251210_185619_Cam1_00040,1,408.87084961
4,20251112_191827_Cam1_00028,1,379.47412109
5,20250417_123456_Cam1_00148,1,341.99328613
6,20251210_185619_Cam1_00036,1,312.51464844
7,20250417_123456_Cam1_00147,1,308.93524170
8,20250417_123456_Cam1_00162,1,301.30859375
9,20251210_185619_Cam1_00044,1,292.23852539
10,20251210_185619_Cam1_00015,0,291.94097900
11,20251210_185619_Cam1_00018,0,287.49517822
12,20251210_185619_Cam1_00021,0,286.40051270
13,20251210_185619_Cam1_00010,0,286.36907959
14,20251210_185619_Cam1_00013,0,285.72802734
15,20251210_185619_Cam1_00025,0,284.46392822
16,20251210_185619_Cam1_00045,0,283.89172363
17,20251210_185619_Cam1_00007,1,282.61380005
18,20251210_185619_Cam1_00048,0,281.12066650
19,20251210_185619_Cam1_00020,0,279.98941040
20,20251210_185619_Cam1_00038,0,279.68634033
