rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.01195466,1
1,20251112_191827_Cam1_00015,0.01162304,1
2,20251112_191827_Cam1_00095,0.01152043,1
3,20251210_185619_Cam1_00044,0.01070642,1
4,20251210_185619_Cam1_00045,0.01063516,0
5,20250417_123456_Cam1_00148,0.01053450,1
6,20250417_123456_Cam1_00147,0.01048702,1
7,20251210_185619_Cam1_00038,0.01046190,0
8,20251210_185619_Cam1_00018,0.01045571,0
9,20251210_185619_Cam1_00013,0.01042675,0
10,20251210_185619_Cam1_00015,0.01042077,0
11,20251210_185619_Cam1_00025,0.01037426,0
12,20251210_185619_Cam1_00017,0.01036414,1
13,20251210_185619_Cam1_00048,0.01035739,0
14,20251210_185619_Cam1_00010,0.01035426,0
15,20251210_185619_Cam1_00020,0.01034725,0
16,20251210_185619_Cam1_00036,0.01033163,1
17,20251210_185619_Cam1_00021,0.01032441,0
18,20251210_185619_Cam1_00040,0.01031131,1
19,20250417_123456_Cam1_00162,0.01017322,1
20,20251210_185619_Cam1_00007,0.01010518,1
