rank,frame_id,score,label
0,20251112_191827_Cam1_00095,0.01236776,1
1,20251112_191827_Cam1_00015,0.01194061,1
2,20251112_191827_Cam1_00028,0.01159335,1
3,20250417_123456_Cam1_00148,0.00995249,1
4,20251210_185619_Cam1_00045,0.00994343,0
5,20251210_185619_Cam1_00044,0.00993068,1
6,20251210_185619_Cam1_00010,0.00980543,0
7,20251210_185619_Cam1_00040,0.00979297,1
8,20250417_123456_Cam1_00147,0.00979250,1
9,20251210_185619_Cam1_00036,0.00977807,1
10,20251210_185619_Cam1_00025,0.00975866,0
11,20251210_185619_Cam1_00018,0.00975100,0
12,20251210_185619_Cam1_00013,0.00972922,0
13,20251210_185619_Cam1_00017,0.00970696,1
14,20251210_185619_Cam1_00015,0.00968404,0
15,20251210_185619_Cam1_00020,0.00968005,0
16,20251210_185619_Cam1_00038,0.00966859,0
17,20251210_185619_Cam1_00021,0.00966778,0
18,20251210_185619_Cam1_00048,0.00966777,0
19,20251210_185619_Cam1_00007,0.00960169,1
20,20250417_123456_Cam1_00162,0.00951691,1
