rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.18240225,1
1,20251112_191827_Cam5_00006,0.17819463,0
2,20251112_191827_Cam5_00007,0.17299782,1
3,20251112_191827_Cam5_00095,0.16214330,1
4,20251112_191827_Cam5_00015,0.15717106,1
5,20251112_191827_Cam5_00022,0.15312007,0
6,20251112_191827_Cam5_00012,0.12817022,0
7,20251112_191827_Cam5_00018,0.11282879,1
8,20251112_191827_Cam5_00123,0.11238235,1
9,20251112_191827_Cam5_00067,0.08797324,1
10,20251112_191827_Cam5_00046,0.08734719,0
11,20251112_191827_Cam5_00033,0.08476018,0
12,20251112_191827_Cam5_00040,0.08124229,0
13,20251112_191827_Cam5_00036,0.07030896,0
