rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.18250404,1
1,20251112_191827_Cam5_00006,0.17843202,0
2,20251112_191827_Cam5_00007,0.17313777,1
3,20251112_191827_Cam5_00095,0.16258267,1
4,20251112_191827_Cam5_00015,0.15781316,1
5,20251112_191827_Cam5_00022,0.15323298,0
6,20251112_191827_Cam5_00012,0.12855034,0
7,20251112_191827_Cam5_00018,0.11339832,1
8,20251112_191827_Cam5_00123,0.11239995,1
9,20251112_191827_Cam5_00067,0.08800681,1
10,20251112_191827_Cam5_00046,0.08741333,0
11,20251112_191827_Cam5_00033,0.08525709,0
12,20251112_191827_Cam5_00040,0.08127730,0
13,20251112_191827_Cam5_00036,0.07042738,0
