rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.04006360,1
1,20251112_191827_Cam5_00015,0.03696374,1
2,20251112_191827_Cam5_00095,0.02865449,1
3,20251112_191827_Cam5_00033,0.01895937,0
4,20251112_191827_Cam5_00006,0.01210461,0
5,20251112_191827_Cam5_00007,0.00731862,1
6,20251112_191827_Cam5_00018,0.00696716,1
7,20251112_191827_Cam5_00046,0.00627410,0
8,20251112_191827_Cam5_00067,0.00606445,1
9,20251112_191827_Cam5_00123,0.00602867,1
10,20251112_191827_Cam5_00012,0.00510713,0
11,20251112_191827_Cam5_00022,0.00442236,0
12,20251112_191827_Cam5_00040,0.00382133,0
13,20251112_191827_Cam5_00036,0.00354560,0
