rank,frame_id,score,label
0,20251112_191827_Cam5_00015,0.10398056,1
1,20251112_191827_Cam5_00028,0.05303035,1
2,20251112_191827_Cam5_00095,0.03172538,1
3,20251112_191827_Cam5_00033,0.01588449,0
4,20251112_191827_Cam5_00022,0.01433784,0
5,20251112_191827_Cam5_00012,0.01433441,0
6,20251112_191827_Cam5_00036,0.01429761,0
7,20251112_191827_Cam5_00040,0.01428070,0
8,20251112_191827_Cam5_00123,0.01426928,1
9,20251112_191827_Cam5_00006,0.01426783,0
10,20251112_191827_Cam5_00007,0.01423003,1
11,20251112_191827_Cam5_00067,0.01422022,1
12,20251112_191827_Cam5_00046,0.01418373,0
13,20251112_191827_Cam5_00018,0.01415243,1
