rank,frame_id,label,score
0,20251112_191827_Cam5_00018,1,0.01046374
1,20251112_191827_Cam5_00006,0,0.00929020
2,20251112_191827_Cam5_00007,1,0.00645758
3,20251112_191827_Cam5_00046,0,0.00634934
4,20251112_191827_Cam5_00067,1,0.00488077
5,20251112_191827_Cam5_00015,1,0.00447814
6,20251112_191827_Cam5_00040,0,0.00404918
7,20251112_191827_Cam5_00012,0,0.00395871
8,20251112_191827_Cam5_00095,1,0.00380374
9,20251112_191827_Cam5_00036,0,0.00376589
10,20251112_191827_Cam5_00123,1,0.00367030
11,20251112_191827_Cam5_00033,0,0.00347253
12,20251112_191827_Cam5_00022,0,0.00335895
13,20251112_191827_Cam5_00028,1,0.00326737
