rank,frame_id,score,label
0,20251112_191827_Cam2_00015,0.01094289,1
1,20251112_191827_Cam2_00100,0.00845664,0
2,20251112_191827_Cam2_00029,0.00825625,1
3,20250417_123456_Cam2_00148,0.00651824,1
4,20251112_191827_Cam2_00095,0.00615175,1
5,20251210_185619_Cam2_00033,0.00345396,0
6,20251210_185619_Cam2_00026,0.00333745,0
7,20251210_185619_Cam2_00016,0.00326065,1
8,20251210_185619_Cam2_00029,0.00314004,1
9,20251210_185619_Cam2_00015,0.00308943,1
10,20251210_185619_Cam2_00045,0.00307046,0
11,20251210_185619_Cam2_00028,0.00299405,1
12,20251210_185619_Cam2_00044,0.00299101,0
13,20251210_185619_Cam2_00050,0.00267301,0
