rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.05311301,1
1,20251112_191827_Cam5_00095,0.04443295,1
2,20251112_191827_Cam5_00018,0.03071683,1
3,20251112_191827_Cam5_00015,0.02369795,1
4,20251112_191827_Cam5_00006,0.02263812,0
5,20251112_191827_Cam5_00033,0.02182815,0
6,20251112_191827_Cam5_00007,0.02100606,1
7,20251112_191827_Cam5_00046,0.02041545,0
8,20251112_191827_Cam5_00067,0.01996637,1
9,20251112_191827_Cam5_00123,0.01909966,1
10,20251112_191827_Cam5_00036,0.01809774,0
11,20251112_191827_Cam5_00040,0.01766272,0
12,20251112_191827_Cam5_00012,0.01719488,0
13,20251112_191827_Cam5_00022,0.01577970,0
