rank,frame_id,score,label
0,20251112_191827_Cam5_00018,0.01402439,1
1,20251112_191827_Cam5_00028,0.01338888,1
2,20251112_191827_Cam5_00095,0.01194524,1
3,20251112_191827_Cam5_00040,0.00977127,0
4,20251112_191827_Cam5_00007,0.00907891,1
5,20251112_191827_Cam5_00046,0.00870613,0
6,20251112_191827_Cam5_00123,0.00862752,1
7,20251112_191827_Cam5_00015,0.00846778,1
8,20251112_191827_Cam5_00033,0.00835857,0
9,20251112_191827_Cam5_00006,0.00817194,0
10,20251112_191827_Cam5_00067,0.00759815,1
11,20251112_191827_Cam5_00012,0.00669503,0
12,20251112_191827_Cam5_00036,0.00596073,0
13,20251112_191827_Cam5_00022,0.00508912,0
