rank,frame_id,label,score
0,20250417_123456_Cam1_00147,1,1.00000000
1,20251210_185619_Cam1_00044,1,1.00000000
2,20251210_185619_Cam1_00040,1,1.00000000
3,20251210_185619_Cam1_00038,0,1.00000000
4,20251210_185619_Cam1_00036,1,1.00000000
5,20251210_185619_Cam1_00025,0,1.00000000
6,20251210_185619_Cam1_00021,0,1.00000000
7,20251210_185619_Cam1_00020,0,1.00000000
8,20251210_185619_Cam1_00018,0,1.00000000
9,20251210_185619_Cam1_00045,0,1.00000000
10,20251210_185619_Cam1_00017,1,1.00000000
11,20251210_185619_Cam1_00013,0,1.00000000
12,20251210_185619_Cam1_00010,0,1.00000000
13,20251210_185619_Cam1_00007,1,1.00000000
14,20251112_191827_Cam1_00095,1,1.00000000
15,20251112_191827_Cam1_00028,1,1.00000000
16,20251112_191827_Cam1_00015,1,1.00000000
17,20250417_123456_Cam1_00162,1,1.00000000
18,20250417_123456_Cam1_00148,1,1.00000000
19,20251210_185619_Cam1_00015,0,1.00000000
20,20251210_185619_Cam1_00048,0,1.00000000
