rank,frame_id,label,score
0,20250417_123456_Cam1_00147,1,1.85546875
1,20251112_191827_Cam1_00015,1,1.85156250
2,20251210_185619_Cam1_00017,1,1.85156250
3,20251210_185619_Cam1_00018,0,1.83984375
4,20251210_185619_Cam1_00048,0,1.83984375
5,20251210_185619_Cam1_00007,1,1.83203125
6,20250417_123456_Cam1_00148,1,1.83203125
7,20251210_185619_Cam1_00040,1,1.82812500
8,20251112_191827_Cam1_00028,1,1.82812500
9,20251112_191827_Cam1_00095,1,1.82421875
10,20251210_185619_Cam1_00045,0,1.81640625
11,20250417_123456_Cam1_00162,1,1.81640625
12,20251210_185619_Cam1_00020,0,1.81640625
13,20251210_185619_Cam1_00015,0,1.81250000
14,20251210_185619_Cam1_00038,0,1.81250000
15,20251210_185619_Cam1_00044,1,1.81250000
16,20251210_185619_Cam1_00010,0,1.80859375
17,20251210_185619_Cam1_00025,0,1.80468750
18,20251210_185619_Cam1_00036,1,1.80468750
19,20251210_185619_Cam1_00021,0,1.79687500
20,20251210_185619_Cam1_00013,0,1.78906250
