rank,frame_id,label,score
0,20250417_123456_Cam1_00147,1,0.92578125
1,20250417_123456_Cam1_00148,1,0.92578125
2,20251112_191827_Cam1_00015,1,0.87890625
3,20251210_185619_Cam1_00017,1,0.85937500
4,20251112_191827_Cam1_00095,1,0.84765625
5,20251210_185619_Cam1_00048,0,0.83984375
6,20251210_185619_Cam1_00018,0,0.83984375
7,20251210_185619_Cam1_00007,1,0.83593750
8,20251210_185619_Cam1_00010,0,0.83593750
9,20251210_185619_Cam1_00040,1,0.82812500
10,20251112_191827_Cam1_00028,1,0.82812500
11,20251210_185619_Cam1_00015,0,0.82812500
12,20250417_123456_Cam1_00162,1,0.82031250
13,20251210_185619_Cam1_00045,0,0.81640625
14,20251210_185619_Cam1_00020,0,0.81640625
15,20251210_185619_Cam1_00038,0,0.81250000
16,20251210_185619_Cam1_00044,1,0.81250000
17,20251210_185619_Cam1_00025,0,0.80468750
18,20251210_185619_Cam1_00036,1,0.80468750
19,20251210_185619_Cam1_00021,0,0.79687500
20,20251210_185619_Cam1_00013,0,0.78906250
