rank,frame_id,score,label
0,20251210_185619_Cam3_00040,0.13485308,1
1,20251210_185619_Cam3_00006,0.06051648,1
2,20251210_185619_Cam3_00037,0.03304415,0
3,20251210_185619_Cam3_00012,0.01707986,1
4,20251210_185619_Cam3_00014,0.01460780,0
5,20251210_185619_Cam3_00019,0.01373448,0
6,20251210_185619_Cam3_00033,0.01003711,0
7,20251210_185619_Cam3_00008,0.00832352,0
8,20251210_185619_Cam3_00027,0.00797174,0
9,20251210_185619_Cam3_00009,0.00795138,1
10,20251210_185619_Cam3_00005,0.00791909,1
11,20251210_185619_Cam3_00023,0.00786857,0
