rank,frame_id,label,score
0,20251112_191827_Cam4_00015,1,0.80797094
1,20251112_191827_Cam4_00095,1,0.75154072
2,20251112_191827_Cam4_00028,1,0.70632160
3,20250417_123456_Cam4_00079,0,0.68889642
4,20250417_123456_Cam4_00152,0,0.68333781
5,20250417_123456_Cam4_00134,0,0.67846376
6,20251112_191827_Cam4_00066,0,0.67090487
7,20250417_123456_Cam4_00140,1,0.65827680
8,20251210_185619_Cam4_00046,0,0.64989555
9,20251210_185619_Cam4_00022,1,0.64923698
10,20251210_185619_Cam4_00034,0,0.63824219
11,20251112_191827_Cam4_00034,0,0.63501227
12,20251112_191827_Cam4_00011,1,0.62948561
13,20251112_191827_Cam4_00054,1,0.62328279
14,20251112_191827_Cam4_00063,0,0.62007970
15,20251210_185619_Cam4_00024,1,0.61059010
16,20250417_123456_Cam4_00162,1,0.60887724
17,20251112_191827_Cam4_00088,1,0.59920561
