rank,frame_id,label,score
0,20251112_191827_Cam4_00015,1,0.62205750
1,20251112_191827_Cam4_00095,1,0.57889873
2,20251112_191827_Cam4_00028,1,0.54748338
3,20250417_123456_Cam4_00152,0,0.53939784
4,20250417_123456_Cam4_00134,0,0.53769469
5,20250417_123456_Cam4_00079,0,0.53565675
6,20250417_123456_Cam4_00140,1,0.51368976
7,20251210_185619_Cam4_00046,0,0.50821358
8,20251112_191827_Cam4_00066,0,0.50646675
9,20251210_185619_Cam4_00022,1,0.50083327
10,20251210_185619_Cam4_00034,0,0.49908423
11,20251112_191827_Cam4_00034,0,0.48935446
12,20251112_191827_Cam4_00011,1,0.48267660
13,20251112_191827_Cam4_00054,1,0.46884382
14,20250417_123456_Cam4_00162,1,0.46539891
15,20251112_191827_Cam4_00063,0,0.46166059
16,20251210_185619_Cam4_00024,1,0.46040547
17,20251112_191827_Cam4_00088,1,0.44509736
