rank,frame_id,label,score
0,20251112_191827_Cam1_00095,1,0.90132093
1,20251112_191827_Cam1_00015,1,0.88553751
2,20251210_185619_Cam1_00017,1,0.87935412
3,20251112_191827_Cam1_00028,1,0.87546188
4,20251210_185619_Cam1_00040,1,0.85606200
5,20251210_185619_Cam1_00048,0,0.85080248
6,20250417_123456_Cam1_00162,1,0.83202565
7,20251210_185619_Cam1_00021,0,0.82031059
8,20250417_123456_Cam1_00148,1,0.81670535
9,20251210_185619_Cam1_00007,1,0.81377840
10,20251210_185619_Cam1_00045,0,0.80381036
11,20251210_185619_Cam1_00044,1,0.79662138
12,20250417_123456_Cam1_00147,1,0.79616535
13,20251210_185619_Cam1_00025,0,0.79469258
14,20251210_185619_Cam1_00038,0,0.78973544
15,20251210_185619_Cam1_00018,0,0.78400195
16,20251210_185619_Cam1_00015,0,0.78362542
17,20251210_185619_Cam1_00020,0,0.78265154
18,20251210_185619_Cam1_00010,0,0.78176069
19,20251210_185619_Cam1_00036,1,0.78110915
20,20251210_185619_Cam1_00013,0,0.77387446
