rank,frame_id,label,score
0,20251112_191827_Cam1_00015,1,0.85964668
1,20251112_191827_Cam1_00095,1,0.85685778
2,20251112_191827_Cam1_00028,1,0.83057040
3,20251210_185619_Cam1_00040,1,0.78746110
4,20251210_185619_Cam1_00017,1,0.77416861
5,20251210_185619_Cam1_00036,1,0.76305008
6,20251210_185619_Cam1_00044,1,0.73464823
7,20250417_123456_Cam1_00148,1,0.71924323
8,20251210_185619_Cam1_00025,0,0.71093190
9,20251210_185619_Cam1_00038,0,0.70774764
10,20250417_123456_Cam1_00147,1,0.70525658
11,20251210_185619_Cam1_00010,0,0.69588679
12,20251210_185619_Cam1_00013,0,0.69294345
13,20251210_185619_Cam1_00048,0,0.69241238
14,20251210_185619_Cam1_00021,0,0.69184113
15,20251210_185619_Cam1_00020,0,0.69125593
16,20251210_185619_Cam1_00007,1,0.69048059
17,20251210_185619_Cam1_00018,0,0.69024831
18,20251210_185619_Cam1_00045,0,0.68594706
19,20250417_123456_Cam1_00162,1,0.68519592
20,20251210_185619_Cam1_00015,0,0.68401861
