rank,frame_id,label,score
0,20251112_191827_Cam1_00015,1,1.74447751
1,20251112_191827_Cam1_00095,1,1.68303990
2,20251112_191827_Cam1_00028,1,1.64797688
3,20251210_185619_Cam1_00017,1,1.53917384
4,20251210_185619_Cam1_00040,1,1.52135980
5,20250417_123456_Cam1_00148,1,1.45978272
6,20251210_185619_Cam1_00044,1,1.44041944
7,20250417_123456_Cam1_00147,1,1.42180634
8,20250417_123456_Cam1_00162,1,1.41917181
9,20251210_185619_Cam1_00036,1,1.41900253
10,20251210_185619_Cam1_00010,0,1.41480589
11,20251210_185619_Cam1_00015,0,1.40215349
12,20251210_185619_Cam1_00013,0,1.39628458
13,20251210_185619_Cam1_00048,0,1.39447188
14,20251210_185619_Cam1_00020,0,1.39411044
15,20251210_185619_Cam1_00045,0,1.37053490
16,20251210_185619_Cam1_00007,1,1.36448324
17,20251210_185619_Cam1_00038,0,1.36037207
18,20251210_185619_Cam1_00018,0,1.35795105
19,20251210_185619_Cam1_00021,0,1.35423970
20,20251210_185619_Cam1_00025,0,1.35362482
