rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04131375,1
1,20251112_191827_Cam1_00015,0.03801595,1
2,20251112_191827_Cam1_00095,0.03712972,1
3,20251210_185619_Cam1_00017,0.02121019,1
4,20251210_185619_Cam1_00036,0.02121003,1
5,20251210_185619_Cam1_00025,0.01949626,0
6,20251210_185619_Cam1_00038,0.01870076,0
7,20251210_185619_Cam1_00040,0.01854765,1
8,20250417_123456_Cam1_00148,0.01830869,1
9,20250417_123456_Cam1_00147,0.01742742,1
10,20251210_185619_Cam1_00007,0.01655835,1
11,20251210_185619_Cam1_00044,0.01545002,1
12,20250417_123456_Cam1_00162,0.01508036,1
