rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.09818403,1
1,20251112_191827_Cam5_00018,0.07481609,1
2,20251112_191827_Cam5_00095,0.07095415,1
3,20251112_191827_Cam5_00015,0.05647979,1
4,20251112_191827_Cam5_00006,0.05409918,0
5,20251112_191827_Cam5_00007,0.04995070,1
6,20251112_191827_Cam5_00033,0.04793032,0
7,20251112_191827_Cam5_00046,0.03024347,0
8,20251112_191827_Cam5_00022,0.02811522,0
9,20251112_191827_Cam5_00040,0.02810915,0
10,20251112_191827_Cam5_00036,0.02798090,0
11,20251112_191827_Cam5_00123,0.02665540,1
12,20251112_191827_Cam5_00067,0.02656578,1
13,20251112_191827_Cam5_00012,0.02585530,0
