rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.09731764,1
1,20251112_191827_Cam5_00018,0.09110709,1
2,20251112_191827_Cam5_00095,0.07242709,1
3,20251112_191827_Cam5_00015,0.06617739,1
4,20251112_191827_Cam5_00006,0.06311466,0
5,20251112_191827_Cam5_00007,0.05636777,1
6,20251112_191827_Cam5_00033,0.04768875,0
7,20251112_191827_Cam5_00046,0.03513664,0
8,20251112_191827_Cam5_00022,0.03178563,0
9,20251112_191827_Cam5_00036,0.03031715,0
10,20251112_191827_Cam5_00040,0.03019653,0
11,20251112_191827_Cam5_00067,0.02941192,1
12,20251112_191827_Cam5_00123,0.02915003,1
13,20251112_191827_Cam5_00012,0.02805669,0
