rank,frame_id,score,label
0,20251112_191827_Cam5_00018,0.01496210,1
1,20251112_191827_Cam5_00028,0.01481891,1
2,20251112_191827_Cam5_00095,0.01254807,1
3,20251112_191827_Cam5_00067,0.00755660,1
4,20251112_191827_Cam5_00040,0.00700343,0
5,20251112_191827_Cam5_00046,0.00673296,0
6,20251112_191827_Cam5_00033,0.00656604,0
7,20251112_191827_Cam5_00007,0.00649573,1
8,20251112_191827_Cam5_00015,0.00645093,1
9,20251112_191827_Cam5_00006,0.00643598,0
10,20251112_191827_Cam5_00123,0.00596577,1
11,20251112_191827_Cam5_00012,0.00569959,0
12,20251112_191827_Cam5_00022,0.00377118,0
13,20251112_191827_Cam5_00036,0.00354665,0
