rank,frame_id,label,score
0,20251112_191827_Cam5_00028,1,509.19354248
1,20251112_191827_Cam5_00018,1,477.02185059
2,20251112_191827_Cam5_00033,0,429.12869263
3,20251112_191827_Cam5_00012,0,426.93627930
4,20251112_191827_Cam5_00095,1,423.24441528
5,20251112_191827_Cam5_00015,1,410.40991211
6,20251112_191827_Cam5_00007,1,408.26934814
7,20251112_191827_Cam5_00006,0,407.80084229
8,20251112_191827_Cam5_00123,1,371.08056641
9,20251112_191827_Cam5_00067,1,335.98461914
10,20251112_191827_Cam5_00046,0,335.07528687
11,20251112_191827_Cam5_00022,0,318.79467773
12,20251112_191827_Cam5_00040,0,309.75878906
13,20251112_191827_Cam5_00036,0,306.10638428
