rank,frame_id,score,label
0,20251112_191827_Cam1_00095,0.00982118,1
1,20251210_185619_Cam1_00015,0.00932359,0
2,20251112_191827_Cam1_00015,0.00928797,1
3,20251112_191827_Cam1_00028,0.00903798,1
4,20251210_185619_Cam1_00025,0.00835798,0
5,20251210_185619_Cam1_00020,0.00760783,0
6,20250417_123456_Cam1_00162,0.00760199,1
7,20251210_185619_Cam1_00021,0.00742782,0
8,20251210_185619_Cam1_00045,0.00738586,0
9,20251210_185619_Cam1_00038,0.00729149,0
10,20251210_185619_Cam1_00018,0.00694047,0
11,20250417_123456_Cam1_00148,0.00644264,1
12,20251210_185619_Cam1_00036,0.00626702,1
13,20251210_185619_Cam1_00017,0.00601601,1
14,20251210_185619_Cam1_00010,0.00599457,0
15,20251210_185619_Cam1_00040,0.00586896,1
16,20251210_185619_Cam1_00044,0.00524598,1
17,20251210_185619_Cam1_00013,0.00477200,0
18,20251210_185619_Cam1_00007,0.00475430,1
19,20250417_123456_Cam1_00147,0.00430427,1
20,20251210_185619_Cam1_00048,0.00343636,0
