rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04174017,1
1,20251112_191827_Cam1_00095,0.03819791,1
2,20251112_191827_Cam1_00015,0.03804277,1
3,20251210_185619_Cam1_00017,0.02886173,1
4,20251210_185619_Cam1_00010,0.02208979,0
5,20251210_185619_Cam1_00036,0.02189672,1
6,20251210_185619_Cam1_00025,0.01969284,0
7,20251210_185619_Cam1_00040,0.01932099,1
8,20250417_123456_Cam1_00147,0.01903621,1
9,20251210_185619_Cam1_00021,0.01898002,0
10,20250417_123456_Cam1_00148,0.01856607,1
11,20251210_185619_Cam1_00038,0.01842799,0
12,20251210_185619_Cam1_00020,0.01726155,0
13,20251210_185619_Cam1_00015,0.01721133,0
14,20251210_185619_Cam1_00007,0.01681496,1
15,20251210_185619_Cam1_00013,0.01658159,0
16,20251210_185619_Cam1_00018,0.01640444,0
17,20251210_185619_Cam1_00044,0.01638416,1
18,20251210_185619_Cam1_00045,0.01638261,0
19,20251210_185619_Cam1_00048,0.01557768,0
20,20250417_123456_Cam1_00162,0.01511688,1
