rank,frame_id,score,label
0,20250417_123456_Cam1_00147,0.01862105,1
1,20251112_191827_Cam1_00015,0.01725921,1
2,20251112_191827_Cam1_00028,0.01625555,1
3,20250417_123456_Cam1_00148,0.01623571,1
4,20251112_191827_Cam1_00095,0.01471113,1
5,20251210_185619_Cam1_00017,0.01396876,1
6,20250417_123456_Cam1_00162,0.01258390,1
7,20251210_185619_Cam1_00040,0.01108974,1
8,20251210_185619_Cam1_00048,0.01037340,0
9,20251210_185619_Cam1_00044,0.01005056,1
10,20251210_185619_Cam1_00015,0.00997393,0
11,20251210_185619_Cam1_00025,0.00899220,0
12,20251210_185619_Cam1_00020,0.00875841,0
13,20251210_185619_Cam1_00013,0.00875586,0
14,20251210_185619_Cam1_00038,0.00840792,0
15,20251210_185619_Cam1_00007,0.00815529,1
16,20251210_185619_Cam1_00045,0.00793060,0
17,20251210_185619_Cam1_00010,0.00778058,0
18,20251210_185619_Cam1_00018,0.00773105,0
19,20251210_185619_Cam1_00021,0.00748473,0
20,20251210_185619_Cam1_00036,0.00723269,1
