rank,frame_id,score,label
0,20251112_191827_Cam4_00015,0.01949270,1
1,20250417_123456_Cam4_00162,0.01101109,1
2,20251210_185619_Cam4_00024,0.00999070,1
3,20251112_191827_Cam4_00028,0.00809043,1
4,20251112_191827_Cam4_00095,0.00785230,1
5,20251210_185619_Cam4_00022,0.00728508,1
6,20251112_191827_Cam4_00054,0.00644799,1
7,20251112_191827_Cam4_00034,0.00525613,0
8,20250417_123456_Cam4_00140,0.00514557,1
9,20250417_123456_Cam4_00079,0.00446705,0
10,20251112_191827_Cam4_00066,0.00405359,0
11,20251210_185619_Cam4_00046,0.00396723,0
12,20251112_191827_Cam4_00011,0.00393670,1
13,20251112_191827_Cam4_00063,0.00379919,0
14,20251210_185619_Cam4_00034,0.00378415,0
15,20250417_123456_Cam4_00152,0.00367940,0
16,20251112_191827_Cam4_00088,0.00356970,1
17,20250417_123456_Cam4_00134,0.00302108,0
