rank,frame_id,score,label
0,20251112_191827_Cam4_00015,0.09084879,1
1,20251112_191827_Cam4_00095,0.08975174,1
2,20251112_191827_Cam4_00028,0.07850798,1
3,20250417_123456_Cam4_00079,0.06413352,0
4,20250417_123456_Cam4_00152,0.05984611,0
5,20251210_185619_Cam4_00034,0.05770271,0
6,20250417_123456_Cam4_00134,0.05218466,0
7,20251210_185619_Cam4_00022,0.04748628,1
8,20251210_185619_Cam4_00024,0.04165800,1
9,20251112_191827_Cam4_00034,0.03853529,0
10,20251112_191827_Cam4_00011,0.03826850,1
11,20250417_123456_Cam4_00140,0.03604831,1
12,20251112_191827_Cam4_00066,0.03535794,0
13,20250417_123456_Cam4_00162,0.03098394,1
14,20251210_185619_Cam4_00046,0.02988467,0
15,20251112_191827_Cam4_00063,0.02914073,0
16,20251112_191827_Cam4_00088,0.02795338,1
17,20251112_191827_Cam4_00054,0.02598500,1
