rank,frame_id,score,label
0,20251112_191827_Cam4_00015,0.08955434,1
1,20251112_191827_Cam4_00095,0.08903345,1
2,20251112_191827_Cam4_00028,0.07379992,1
3,20250417_123456_Cam4_00079,0.06347669,0
4,20250417_123456_Cam4_00152,0.05916686,0
5,20251210_185619_Cam4_00034,0.05648828,0
6,20250417_123456_Cam4_00134,0.05181147,0
7,20251210_185619_Cam4_00022,0.04676293,1
8,20251210_185619_Cam4_00024,0.04102609,1
9,20251112_191827_Cam4_00034,0.03788094,0
10,20251112_191827_Cam4_00011,0.03735969,1
11,20250417_123456_Cam4_00140,0.03558850,1
12,20251112_191827_Cam4_00066,0.03475675,0
13,20250417_123456_Cam4_00162,0.03018818,1
14,20251210_185619_Cam4_00046,0.02962052,0
15,20251112_191827_Cam4_00063,0.02810116,0
16,20251112_191827_Cam4_00088,0.02734589,1
17,20251112_191827_Cam4_00054,0.02490542,1
