rank,frame_id,score,label
0,20251112_191827_Cam4_00015,0.09560763,1
1,20251112_191827_Cam4_00095,0.08650488,1
2,20251112_191827_Cam4_00028,0.07890916,1
3,20250417_123456_Cam4_00079,0.06582761,0
4,20250417_123456_Cam4_00152,0.06092315,0
5,20250417_123456_Cam4_00134,0.05283799,0
6,20251210_185619_Cam4_00034,0.05219588,0
7,20251210_185619_Cam4_00022,0.04806526,1
8,20251210_185619_Cam4_00024,0.04102836,1
9,20251112_191827_Cam4_00034,0.03759539,0
10,20251112_191827_Cam4_00011,0.03699314,1
11,20250417_123456_Cam4_00140,0.03652379,1
12,20250417_123456_Cam4_00162,0.03423865,1
13,20251112_191827_Cam4_00066,0.03381039,0
14,20251112_191827_Cam4_00063,0.03355220,0
15,20251112_191827_Cam4_00088,0.02951098,1
16,20251210_185619_Cam4_00046,0.02930241,0
17,20251112_191827_Cam4_00054,0.02772156,1
