rank,frame_id,label,score
0,20251112_191827_Cam1_00028,1,0.15334576
1,20251112_191827_Cam1_00015,1,0.13338470
2,20251112_191827_Cam1_00095,1,0.12488341
3,20251210_185619_Cam1_00036,1,0.05552135
4,20251210_185619_Cam1_00010,0,0.05500114
5,20251210_185619_Cam1_00044,1,0.05334761
6,20251210_185619_Cam1_00021,0,0.05285642
7,20251210_185619_Cam1_00025,0,0.05235437
8,20251210_185619_Cam1_00017,1,0.05183253
9,20250417_123456_Cam1_00148,1,0.05072885
10,20251210_185619_Cam1_00007,1,0.05023247
11,20251210_185619_Cam1_00038,0,0.05005617
12,20251210_185619_Cam1_00040,1,0.04857988
13,20250417_123456_Cam1_00147,1,0.04796281
14,20251210_185619_Cam1_00018,0,0.04585991
15,20251210_185619_Cam1_00015,0,0.04528913
16,20251210_185619_Cam1_00013,0,0.04518764
17,20251210_185619_Cam1_00045,0,0.04436590
18,20251210_185619_Cam1_00048,0,0.04415730
19,20251210_185619_Cam1_00020,0,0.04369995
20,20250417_123456_Cam1_00162,1,0.04347489
