rank,frame_id,score,label
0,20251112_191827_Cam1_00095,0.00967133,1
1,20251112_191827_Cam1_00015,0.00947904,1
2,20251112_191827_Cam1_00028,0.00908537,1
3,20251210_185619_Cam1_00025,0.00866645,0
4,20251210_185619_Cam1_00015,0.00820021,0
5,20251210_185619_Cam1_00020,0.00790213,0
6,20250417_123456_Cam1_00162,0.00708602,1
7,20251210_185619_Cam1_00045,0.00697750,0
8,20251210_185619_Cam1_00021,0.00652044,0
9,20251210_185619_Cam1_00038,0.00649566,0
10,20251210_185619_Cam1_00018,0.00619404,0
11,20251210_185619_Cam1_00036,0.00613131,1
12,20251210_185619_Cam1_00017,0.00607688,1
13,20250417_123456_Cam1_00148,0.00599763,1
14,20251210_185619_Cam1_00040,0.00589066,1
15,20251210_185619_Cam1_00044,0.00497925,1
16,20251210_185619_Cam1_00007,0.00460217,1
17,20251210_185619_Cam1_00013,0.00449804,0
18,20251210_185619_Cam1_00010,0.00421035,0
19,20250417_123456_Cam1_00147,0.00408289,1
20,20251210_185619_Cam1_00048,0.00340487,0
