rank,frame_id,score,label
0,20251112_191827_Cam1_00095,0.01002601,1
1,20251112_191827_Cam1_00015,0.00942066,1
2,20251112_191827_Cam1_00028,0.00889730,1
3,20251210_185619_Cam1_00025,0.00686203,0
4,20250417_123456_Cam1_00148,0.00650234,1
5,20251210_185619_Cam1_00017,0.00596562,1
6,20251210_185619_Cam1_00015,0.00548333,0
7,20251210_185619_Cam1_00036,0.00547153,1
8,20251210_185619_Cam1_00040,0.00512012,1
9,20251210_185619_Cam1_00020,0.00467420,0
10,20250417_123456_Cam1_00162,0.00424832,1
11,20250417_123456_Cam1_00147,0.00405133,1
12,20251210_185619_Cam1_00010,0.00402690,0
13,20251210_185619_Cam1_00038,0.00378183,0
14,20251210_185619_Cam1_00021,0.00372648,0
15,20251210_185619_Cam1_00044,0.00370857,1
16,20251210_185619_Cam1_00018,0.00353913,0
17,20251210_185619_Cam1_00048,0.00351039,0
18,20251210_185619_Cam1_00045,0.00339402,0
19,20251210_185619_Cam1_00013,0.00308822,0
20,20251210_185619_Cam1_00007,0.00303637,1
