rank,frame_id,score,label
0,20251112_191827_Cam5_00018,0.01529233,1
1,20251112_191827_Cam5_00028,0.01476772,1
2,20251112_191827_Cam5_00095,0.01265040,1
3,20251112_191827_Cam5_00067,0.00769604,1
4,20251112_191827_Cam5_00040,0.00702621,0
5,20251112_191827_Cam5_00046,0.00668058,0
6,20251112_191827_Cam5_00006,0.00657739,0
7,20251112_191827_Cam5_00033,0.00656464,0
8,20251112_191827_Cam5_00015,0.00654483,1
9,20251112_191827_Cam5_00007,0.00638148,1
10,20251112_191827_Cam5_00123,0.00597989,1
11,20251112_191827_Cam5_00012,0.00568466,0
12,20251112_191827_Cam5_00022,0.00370443,0
13,20251112_191827_Cam5_00036,0.00352511,0
