rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.09382364,1
1,20251112_191827_Cam5_00095,0.06616292,1
2,20251112_191827_Cam5_00018,0.06396745,1
3,20251112_191827_Cam5_00015,0.04801673,1
4,20251112_191827_Cam5_00006,0.04478922,0
5,20251112_191827_Cam5_00007,0.04390722,1
6,20251112_191827_Cam5_00033,0.04340209,0
7,20251112_191827_Cam5_00022,0.02787699,0
8,20251112_191827_Cam5_00067,0.02754155,1
9,20251112_191827_Cam5_00046,0.02709617,0
10,20251112_191827_Cam5_00036,0.02546899,0
11,20251112_191827_Cam5_00123,0.02512789,1
12,20251112_191827_Cam5_00040,0.02487427,0
13,20251112_191827_Cam5_00012,0.02457268,0
