rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.10237920,1
1,20251112_191827_Cam5_00095,0.06985535,1
2,20251112_191827_Cam5_00018,0.06912605,1
3,20251112_191827_Cam5_00015,0.05000037,1
4,20251112_191827_Cam5_00006,0.04826455,0
5,20251112_191827_Cam5_00033,0.04566557,0
6,20251112_191827_Cam5_00007,0.04496628,1
7,20251112_191827_Cam5_00046,0.02931295,0
8,20251112_191827_Cam5_00022,0.02919914,0
9,20251112_191827_Cam5_00067,0.02831424,1
10,20251112_191827_Cam5_00036,0.02642370,0
11,20251112_191827_Cam5_00123,0.02566729,1
12,20251112_191827_Cam5_00012,0.02539675,0
13,20251112_191827_Cam5_00040,0.02533295,0
