rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.09279875,1
1,20251112_191827_Cam5_00018,0.07931327,1
2,20251112_191827_Cam5_00095,0.06839930,1
3,20251112_191827_Cam5_00015,0.05512432,1
4,20251112_191827_Cam5_00006,0.05365916,0
5,20251112_191827_Cam5_00007,0.05150193,1
6,20251112_191827_Cam5_00033,0.04291947,0
7,20251112_191827_Cam5_00022,0.03138053,0
8,20251112_191827_Cam5_00046,0.03127610,0
9,20251112_191827_Cam5_00067,0.03055636,1
10,20251112_191827_Cam5_00123,0.02842993,1
11,20251112_191827_Cam5_00040,0.02838024,0
12,20251112_191827_Cam5_00012,0.02823710,0
13,20251112_191827_Cam5_00036,0.02813850,0
