rank,frame_id,score,label
0,20250417_123456_Cam4_00079,0.14084220,0
1,20250417_123456_Cam4_00134,0.12916757,0
2,20250417_123456_Cam4_00152,0.12084612,0
3,20251112_191827_Cam4_00028,0.12052984,1
4,20250417_123456_Cam4_00140,0.11638472,1
5,20251112_191827_Cam4_00095,0.11556245,1
6,20251112_191827_Cam4_00015,0.11258981,1
7,20251210_185619_Cam4_00034,0.11219545,0
8,20251210_185619_Cam4_00022,0.10841750,1
9,20251112_191827_Cam4_00034,0.09898210,0
10,20251112_191827_Cam4_00066,0.09630275,0
11,20251112_191827_Cam4_00011,0.09393554,1
12,20251112_191827_Cam4_00063,0.09219613,0
13,20251112_191827_Cam4_00054,0.09101183,1
14,20250417_123456_Cam4_00162,0.08812366,1
15,20251210_185619_Cam4_00024,0.08442908,1
16,20251210_185619_Cam4_00046,0.08228479,0
17,20251112_191827_Cam4_00088,0.07901042,1
