rank,frame_id,score,label
0,20251112_191827_Cam4_00095,0.04715184,1
1,20251112_191827_Cam4_00015,0.04362888,1
2,20251112_191827_Cam4_00028,0.03074880,1
3,20250417_123456_Cam4_00152,0.03051836,0
4,20250417_123456_Cam4_00134,0.02682137,0
5,20251210_185619_Cam4_00024,0.01203977,1
6,20251210_185619_Cam4_00022,0.00807119,1
7,20251112_191827_Cam4_00011,0.00553975,1
8,20251210_185619_Cam4_00034,0.00528912,0
9,20250417_123456_Cam4_00140,0.00493875,1
10,20251112_191827_Cam4_00034,0.00493306,0
11,20251112_191827_Cam4_00088,0.00481330,1
12,20251112_191827_Cam4_00063,0.00462534,0
13,20251210_185619_Cam4_00046,0.00457664,0
14,20251112_191827_Cam4_00054,0.00451950,1
15,20251112_191827_Cam4_00066,0.00445639,0
16,20250417_123456_Cam4_00162,0.00374643,1
17,20250417_123456_Cam4_00079,0.00363792,0
