rank,frame_id,score,label
0,20251112_191827_Cam5_00018,0.01508214,1
1,20251112_191827_Cam5_00028,0.01460574,1
2,20251112_191827_Cam5_00095,0.01252319,1
3,20251112_191827_Cam5_00067,0.00775093,1
4,20251112_191827_Cam5_00040,0.00696237,0
5,20251112_191827_Cam5_00046,0.00674875,0
6,20251112_191827_Cam5_00006,0.00660569,0
7,20251112_191827_Cam5_00015,0.00653879,1
8,20251112_191827_Cam5_00033,0.00648612,0
9,20251112_191827_Cam5_00007,0.00634274,1
10,20251112_191827_Cam5_00123,0.00599383,1
11,20251112_191827_Cam5_00012,0.00560188,0
12,20251112_191827_Cam5_00022,0.00379679,0
13,20251112_191827_Cam5_00036,0.00362915,0
