rank,frame_id,score,label
0,20250417_123456_Cam4_00079,0.14238276,0
1,20251210_185619_Cam4_00034,0.13616478,0
2,20250417_123456_Cam4_00134,0.13046619,0
3,20251112_191827_Cam4_00028,0.12389337,1
4,20250417_123456_Cam4_00152,0.12168571,0
5,20251112_191827_Cam4_00095,0.11772644,1
6,20250417_123456_Cam4_00140,0.11730904,1
7,20251112_191827_Cam4_00015,0.11680429,1
8,20251210_185619_Cam4_00022,0.10731493,1
9,20251112_191827_Cam4_00034,0.10143448,0
10,20251112_191827_Cam4_00066,0.09736306,0
11,20251112_191827_Cam4_00011,0.09580790,1
12,20251112_191827_Cam4_00054,0.09394027,1
13,20251112_191827_Cam4_00063,0.09325038,0
14,20250417_123456_Cam4_00162,0.09025297,1
15,20251210_185619_Cam4_00024,0.08682838,1
16,20251210_185619_Cam4_00046,0.08518197,0
17,20251112_191827_Cam4_00088,0.08281961,1
