rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.01189331,1
1,20251112_191827_Cam1_00095,0.00872840,1
2,20251112_191827_Cam1_00015,0.00828903,1
3,20251210_185619_Cam1_00015,0.00597191,0
4,20251210_185619_Cam1_00040,0.00570924,1
5,20250417_123456_Cam1_00148,0.00515119,1
6,20251210_185619_Cam1_00017,0.00494401,1
7,20251210_185619_Cam1_00010,0.00479488,0
8,20250417_123456_Cam1_00147,0.00450278,1
9,20251210_185619_Cam1_00007,0.00433246,1
10,20251210_185619_Cam1_00044,0.00417870,1
11,20251210_185619_Cam1_00013,0.00412614,0
12,20250417_123456_Cam1_00162,0.00406955,1
13,20251210_185619_Cam1_00018,0.00393514,0
14,20251210_185619_Cam1_00048,0.00391915,0
15,20251210_185619_Cam1_00021,0.00384000,0
16,20251210_185619_Cam1_00020,0.00377478,0
17,20251210_185619_Cam1_00038,0.00357305,0
18,20251210_185619_Cam1_00036,0.00339510,1
19,20251210_185619_Cam1_00025,0.00325508,0
20,20251210_185619_Cam1_00045,0.00312638,0
