rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04227636,1
1,20251112_191827_Cam1_00095,0.03528413,1
2,20251112_191827_Cam1_00015,0.03258948,1
3,20251210_185619_Cam1_00017,0.02862722,1
4,20251210_185619_Cam1_00036,0.02195546,1
5,20251210_185619_Cam1_00010,0.02080748,0
6,20251210_185619_Cam1_00025,0.02063914,0
7,20250417_123456_Cam1_00148,0.02012060,1
8,20251210_185619_Cam1_00021,0.01971235,0
9,20250417_123456_Cam1_00147,0.01969884,1
10,20251210_185619_Cam1_00040,0.01940068,1
11,20251210_185619_Cam1_00045,0.01802641,0
12,20251210_185619_Cam1_00007,0.01781673,1
13,20251210_185619_Cam1_00038,0.01771372,0
14,20251210_185619_Cam1_00015,0.01761273,0
15,20251210_185619_Cam1_00013,0.01737992,0
16,20251210_185619_Cam1_00020,0.01690955,0
17,20251210_185619_Cam1_00044,0.01660706,1
18,20251210_185619_Cam1_00048,0.01621822,0
19,20251210_185619_Cam1_00018,0.01552171,0
20,20250417_123456_Cam1_00162,0.01542837,1
