rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04497175,1
1,20251112_191827_Cam1_00095,0.03836813,1
2,20251112_191827_Cam1_00015,0.03572076,1
3,20251210_185619_Cam1_00017,0.02977264,1
4,20251210_185619_Cam1_00040,0.02335677,1
5,20251210_185619_Cam1_00036,0.02246180,1
6,20251210_185619_Cam1_00010,0.02147645,0
7,20251210_185619_Cam1_00025,0.02109413,0
8,20250417_123456_Cam1_00148,0.02088819,1
9,20250417_123456_Cam1_00147,0.02014008,1
10,20251210_185619_Cam1_00021,0.02004492,0
11,20251210_185619_Cam1_00038,0.01855868,0
12,20251210_185619_Cam1_00045,0.01851885,0
13,20251210_185619_Cam1_00015,0.01844583,0
14,20251210_185619_Cam1_00007,0.01832856,1
15,20251210_185619_Cam1_00048,0.01813388,0
16,20251210_185619_Cam1_00013,0.01772631,0
17,20251210_185619_Cam1_00020,0.01737845,0
18,20251210_185619_Cam1_00044,0.01708736,1
19,20251210_185619_Cam1_00018,0.01634471,0
20,20250417_123456_Cam1_00162,0.01623831,1
