rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.03965065,1
1,20251112_191827_Cam1_00095,0.03573563,1
2,20251112_191827_Cam1_00015,0.03394907,1
3,20251210_185619_Cam1_00017,0.03171327,1
4,20251210_185619_Cam1_00040,0.02310091,1
5,20251210_185619_Cam1_00036,0.02023233,1
6,20251210_185619_Cam1_00025,0.01903940,0
7,20251210_185619_Cam1_00010,0.01822425,0
8,20250417_123456_Cam1_00148,0.01713814,1
9,20251210_185619_Cam1_00021,0.01699550,0
10,20250417_123456_Cam1_00147,0.01597491,1
11,20251210_185619_Cam1_00007,0.01538333,1
12,20251210_185619_Cam1_00044,0.01532441,1
13,20251210_185619_Cam1_00013,0.01514530,0
14,20251210_185619_Cam1_00038,0.01510001,0
15,20251210_185619_Cam1_00015,0.01498238,0
16,20251210_185619_Cam1_00045,0.01481088,0
17,20251210_185619_Cam1_00020,0.01446780,0
18,20251210_185619_Cam1_00048,0.01385445,0
19,20251210_185619_Cam1_00018,0.01342281,0
20,20250417_123456_Cam1_00162,0.01339158,1
