rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04126747,1
1,20251112_191827_Cam1_00015,0.03829108,1
2,20251112_191827_Cam1_00095,0.03744031,1
3,20251210_185619_Cam1_00017,0.02143323,1
4,20251210_185619_Cam1_00036,0.02115145,1
5,20251210_185619_Cam1_00040,0.01857150,1
6,20250417_123456_Cam1_00148,0.01838776,1
7,20250417_123456_Cam1_00147,0.01812079,1
8,20251210_185619_Cam1_00048,0.01626568,0
9,20251210_185619_Cam1_00007,0.01622604,1
10,20250417_123456_Cam1_00162,0.01554086,1
11,20251210_185619_Cam1_00044,0.01540323,1
12,20251210_185619_Cam1_00045,0.01527842,0
