rank,frame_id,label,score
0,20251112_191827_Cam5_00028,1,0.07655214
1,20251112_191827_Cam5_00095,1,0.07293569
2,20251112_191827_Cam5_00033,0,0.06729027
3,20251112_191827_Cam5_00006,0,0.06640694
4,20251112_191827_Cam5_00018,1,0.06547400
5,20251112_191827_Cam5_00040,0,0.06182073
6,20251112_191827_Cam5_00046,0,0.05686605
7,20251112_191827_Cam5_00015,1,0.05655710
8,20251112_191827_Cam5_00007,1,0.05610128
9,20251112_191827_Cam5_00067,1,0.05334814
10,20251112_191827_Cam5_00123,1,0.05140018
11,20251112_191827_Cam5_00012,0,0.04872127
12,20251112_191827_Cam5_00036,0,0.04380087
13,20251112_191827_Cam5_00022,0,0.03801893
