rank,frame_id,label,score
0,20251112_191827_Cam1_00095,1,0.00800593
1,20250417_123456_Cam1_00147,1,0.00782129
2,20251112_191827_Cam1_00015,1,0.00776099
3,20251210_185619_Cam1_00048,0,0.00768679
4,20251210_185619_Cam1_00036,1,0.00728697
5,20251210_185619_Cam1_00038,0,0.00719998
6,20250417_123456_Cam1_00148,1,0.00718542
7,20251210_185619_Cam1_00040,1,0.00715357
8,20251210_185619_Cam1_00018,0,0.00703344
9,20251210_185619_Cam1_00007,1,0.00677760
10,20251210_185619_Cam1_00025,0,0.00675924
11,20251210_185619_Cam1_00045,0,0.00675861
12,20251210_185619_Cam1_00044,1,0.00669519
13,20251210_185619_Cam1_00017,1,0.00665564
14,20251210_185619_Cam1_00020,0,0.00664473
15,20251112_191827_Cam1_00028,1,0.00658863
16,20251210_185619_Cam1_00015,0,0.00638499
17,20251210_185619_Cam1_00021,0,0.00637723
18,20250417_123456_Cam1_00162,1,0.00635566
19,20251210_185619_Cam1_00013,0,0.00632577
20,20251210_185619_Cam1_00010,0,0.00607062
