rank,frame_id,label,score
0,20251210_185619_Cam1_00040,1,0.00415609
1,20251210_185619_Cam1_00045,0,0.00410002
2,20251210_185619_Cam1_00038,0,0.00398317
3,20251210_185619_Cam1_00044,1,0.00389355
4,20251210_185619_Cam1_00018,0,0.00379698
5,20251210_185619_Cam1_00017,1,0.00377839
6,20251210_185619_Cam1_00048,0,0.00377352
7,20251210_185619_Cam1_00036,1,0.00373930
8,20251210_185619_Cam1_00021,0,0.00371748
9,20251210_185619_Cam1_00025,0,0.00368445
10,20251112_191827_Cam1_00015,1,0.00365239
11,20251112_191827_Cam1_00095,1,0.00362503
12,20251210_185619_Cam1_00007,1,0.00362403
13,20251112_191827_Cam1_00028,1,0.00361380
14,20251210_185619_Cam1_00013,0,0.00358353
15,20251210_185619_Cam1_00015,0,0.00350742
16,20250417_123456_Cam1_00162,1,0.00343590
17,20251210_185619_Cam1_00020,0,0.00341337
18,20251210_185619_Cam1_00010,0,0.00322011
19,20250417_123456_Cam1_00148,1,0.00310162
20,20250417_123456_Cam1_00147,1,0.00300688
