rank,frame_id,score,label
0,20251112_191827_Cam5_00028,0.09262097,1
1,20251112_191827_Cam5_00095,0.06417848,1
2,20251112_191827_Cam5_00018,0.06105947,1
3,20251112_191827_Cam5_00015,0.04687804,1
4,20251112_191827_Cam5_00007,0.04488743,1
5,20251112_191827_Cam5_00006,0.04397329,0
6,20251112_191827_Cam5_00033,0.04240582,0
7,20251112_191827_Cam5_00022,0.02732832,0
8,20251112_191827_Cam5_00040,0.02585779,0
9,20251112_191827_Cam5_00046,0.02549984,0
10,20251112_191827_Cam5_00067,0.02535878,1
11,20251112_191827_Cam5_00123,0.02523332,1
12,20251112_191827_Cam5_00036,0.02488287,0
13,20251112_191827_Cam5_00012,0.02390024,0
