rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04571841,1
1,20251112_191827_Cam1_00095,0.04195266,1
2,20251112_191827_Cam1_00015,0.04047191,1
3,20251210_185619_Cam1_00017,0.02501972,1
4,20251210_185619_Cam1_00036,0.02354715,1
5,20251210_185619_Cam1_00025,0.02237842,0
6,20251210_185619_Cam1_00021,0.02091213,0
7,20251210_185619_Cam1_00010,0.02080181,0
8,20251210_185619_Cam1_00040,0.02079039,1
9,20251210_185619_Cam1_00038,0.02004809,0
10,20250417_123456_Cam1_00148,0.01978947,1
11,20250417_123456_Cam1_00147,0.01963072,1
12,20251210_185619_Cam1_00007,0.01883290,1
13,20251210_185619_Cam1_00015,0.01835474,0
14,20251210_185619_Cam1_00045,0.01829589,0
15,20251210_185619_Cam1_00020,0.01812954,0
16,20251210_185619_Cam1_00044,0.01799546,1
17,20251210_185619_Cam1_00013,0.01771025,0
18,20251210_185619_Cam1_00018,0.01738460,0
19,20251210_185619_Cam1_00048,0.01677037,0
20,20250417_123456_Cam1_00162,0.01650353,1
