rank,frame_id,label,score
0,20251112_191827_Cam4_00015,1,157.83473206
1,20251112_191827_Cam4_00095,1,154.46813965
2,20251112_191827_Cam4_00088,1,146.58053589
3,20250417_123456_Cam4_00140,1,142.22334290
4,20251112_191827_Cam4_00028,1,137.24272156
5,20251112_191827_Cam4_00011,1,128.53614807
6,20250417_123456_Cam4_00162,1,125.93023682
7,20251210_185619_Cam4_00024,1,124.25534058
8,20250417_123456_Cam4_00152,0,107.66044617
9,20251112_191827_Cam4_00054,1,99.37566376
10,20251210_185619_Cam4_00022,1,98.77954865
11,20251210_185619_Cam4_00034,0,97.93666077
12,20251112_191827_Cam4_00066,0,97.43438721
13,20251112_191827_Cam4_00063,0,94.82524872
14,20250417_123456_Cam4_00079,0,92.71581268
15,20251112_191827_Cam4_00034,0,92.66758728
16,20251210_185619_Cam4_00046,0,92.44715118
17,20250417_123456_Cam4_00134,0,91.36478424
