rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04029492,1
1,20251112_191827_Cam1_00015,0.03765750,1
2,20251112_191827_Cam1_00095,0.03634438,1
3,20251210_185619_Cam1_00017,0.02235942,1
4,20251210_185619_Cam1_00036,0.02016717,1
5,20251210_185619_Cam1_00010,0.01866230,0
6,20251210_185619_Cam1_00040,0.01823058,1
7,20251210_185619_Cam1_00013,0.01761845,0
8,20250417_123456_Cam1_00148,0.01735646,1
9,20250417_123456_Cam1_00147,0.01722875,1
10,20251210_185619_Cam1_00007,0.01708766,1
11,20251210_185619_Cam1_00015,0.01688207,0
12,20251210_185619_Cam1_00044,0.01593326,1
13,20250417_123456_Cam1_00162,0.01465574,1
