rank,frame_id,score,label
0,20251112_191827_Cam4_00095,0.04643097,1
1,20251112_191827_Cam4_00015,0.03792629,1
2,20251112_191827_Cam4_00028,0.01495195,1
3,20251210_185619_Cam4_00024,0.01200105,1
4,20250417_123456_Cam4_00134,0.00825694,0
5,20250417_123456_Cam4_00152,0.00799463,0
6,20251210_185619_Cam4_00022,0.00787860,1
7,20251112_191827_Cam4_00011,0.00578359,1
8,20250417_123456_Cam4_00140,0.00464739,1
9,20251112_191827_Cam4_00088,0.00447831,1
10,20251210_185619_Cam4_00046,0.00446858,0
11,20251112_191827_Cam4_00034,0.00441852,0
12,20251112_191827_Cam4_00066,0.00412443,0
13,20251210_185619_Cam4_00034,0.00411098,0
14,20251112_191827_Cam4_00054,0.00406936,1
15,20251112_191827_Cam4_00063,0.00402260,0
16,20250417_123456_Cam4_00162,0.00347644,1
17,20250417_123456_Cam4_00079,0.00326696,0
