rank,frame_id,score,label
0,20251112_191827_Cam4_00095,0.04810876,1
1,20251112_191827_Cam4_00015,0.04098610,1
2,20251112_191827_Cam4_00066,0.01871798,0
3,20251112_191827_Cam4_00088,0.01842926,1
4,20251112_191827_Cam4_00054,0.01810036,1
5,20251210_185619_Cam4_00024,0.01617409,1
6,20251112_191827_Cam4_00063,0.01587937,0
7,20251112_191827_Cam4_00028,0.01550670,1
8,20251112_191827_Cam4_00034,0.01455600,0
9,20251210_185619_Cam4_00046,0.01392606,0
10,20250417_123456_Cam4_00162,0.01383423,1
11,20251210_185619_Cam4_00034,0.01048521,0
12,20251210_185619_Cam4_00022,0.00956390,1
13,20250417_123456_Cam4_00152,0.00953613,0
14,20250417_123456_Cam4_00140,0.00909175,1
15,20250417_123456_Cam4_00134,0.00901784,0
16,20251112_191827_Cam4_00011,0.00808825,1
17,20250417_123456_Cam4_00079,0.00540309,0
